Identifier	Character	Dialogue	Filename	Line Number	Ren'Py Script
start5_d075c7df	teacher	В основе информационной безопасности лежит деятельность по защите информации — обеспечению её конфиденциальности, доступности и целостности, а также недопущению какой-либо компрометации в критической ситуации.	game/script.rpy	904	teacher "[what]"
start5_8b09ba61	teacher	К таким ситуациям относятся природные, техногенные и социальные катастрофы, компьютерные сбои, физическое похищение и тому подобные явления.	game/script.rpy	906	teacher "[what]"
start5_bd3c33b2	teacher	С ростом числа цифровых технологий на предприятиях, специалисты по защите секретных данных становятся более востребованными.	game/script.rpy	908	teacher "[what]"
start5_44ae3e5d	teacher	Они обеспечивают информационную безопасность технологии (в большинстве случаев — какой-либо разновидности компьютерных систем).	game/script.rpy	910	teacher "[what]"
start5_483e3b35	teacher	Крупнейшие предприятия и организации, в силу жизненной важности и ценности информации для их бизнеса, нанимают специалистов по информационной безопасности, как правило, себе в штат.	game/script.rpy	912	teacher "[what]"
start5_b3ac12d1	teacher	В их задачи входит обезопасить все технологии от вредоносных кибератак, зачастую нацеленных на похищение важной конфиденциальной информации или на перехват управления внутренними системами организации.	game/script.rpy	914	teacher "[what]"
start5_6bd479cf		Евклид в мыслях был глубоко удивлён, что существует такая вещь как информационная безопасность, а также настолько она полезна.	game/script.rpy	916	"[what]"
start5_21ab7ffa		Пока преподаватель говорил, он записывал основные моменты, а студенты, которые изначально были бодрыми и заряженными, уже готовы были взмолиться всем богам, лишь бы не быть на этой паре.	game/script.rpy	918	"[what]"
start5_070ab662	rayan	Омайгадбл, только 1 пара, а уже столько информации, почему так сложно...	game/script.rpy	920	rayan dis "[what]"
start5_8b08ec9b	oleg	Райан, я тебя понимаю, как можно вообще столько говорить и не теряться в мыслях, что за мужик... Вот бы сейчас в школу, там-то явно проще было, а лучше сразу домой...	game/script.rpy	922	oleg amazed "[what]"
start5_324f75c0	rayan	Олежик, ты абсолютно прав, лучше бы я не поступал в этот ВУЗ.	game/script.rpy	924	rayan sad "[what]"
start5_272e8d2d		Евклиду надоело нытье этих нерадивых студентов, поэтому он решил тихо сказать им, что думает об их отношении к учёбе.	game/script.rpy	926	"[what]"
start5_9db887a3	euklid	Боже, да что вы за люди такие, пара только началась а вы уже разнылись.	game/script.rpy	928	euklid "[what]"
start5_af07da2f	euklid	Попытайтесь внимательно послушать преподавателя, вслушаться в его слова и того вы определённо что-то поймёте.	game/script.rpy	930	euklid "[what]"
start5_a1351e99	euklid	Надеюсь не для того же вы поступали сюда чтобы ныть о том как вам "тяжело".	game/script.rpy	932	euklid "[what]"
start5_6f436c4b		Студенты были в шоке от прямоты, они умолкли и обратили свой взгляд на оратора в попытках понять его речь.	game/script.rpy	934	"[what]"
start5_70d9a096	rayan	Иу, какой-же ты зануда.	game/script.rpy	936	rayan dis "[what]"
start5_440c533c	euklid	Ну и ну, нужно же быть такими…У нас образование могут получать только члены королевской семьи, а тут у людей столько возможностей, а они…	game/script.rpy	938	euklid "[what]"
start5_910e7334	rayan	Что за королевская семья? Ты в своём уме?	game/script.rpy	940	rayan dis "[what]"
start5_cc8b9590		Чёрт, взболтнул лишнего, хорошо, что только один человек обратил на это внимание, надо бы его загипнотизировать.	game/script.rpy	942	"[what]"
start5_337d4bca	teacher	Так, ну на сегодня, пожалуй, остановимся, дам вам немного передохнуть!	game/script.rpy	944	teacher "[what]"
start5_2bb86fce		Студенты, что сидели рядом с Евклидом, свалились без сил ровно с теми же мыслями, что и час назад.	game/script.rpy	946	"[what]"
start5_9dddc6ef		Казалось, что они готовы были уже потерять сознание, ведь до сих пор в их головы не поступало столько информации.	game/script.rpy	948	"[what]"
start5_e9daa6be		Евклид же был бодрячком и перечитывал то, что не так давно слушал, дабы передать всю самую важную информацию в лучшем виде для своих союзников.	game/script.rpy	950	"[what]"
start5_5cb6d931	semen_s	Слушайте, может после этой пары пойдём прогуляемся, всё равно же больше пар на сегодня у нас нет?	game/script.rpy	952	semen_s smile "[what]"
start5_a78db650	alla_s	Хм, а что, звучит хорошо, после такого точно нужно подышать свежим воздухом... Саша, ты как?	game/script.rpy	954	alla_s smile "[what]"
start5_ef58417e		Сегодня я итак вёл себя подозрительно, как раз то, что мне нужно, потрусь с этими людишками, а потом приступлю к своим делам	game/script.rpy	956	"[what]"
start5_c1b21c12	euklid	Да, конечно, почему бы и нет.	game/script.rpy	958	euklid "[what]"
start5_20738572	semen_s	Крутяк! Тогда будем ждать тебя на выходе у института!	game/script.rpy	960	semen_s smile "[what]"
start5_ec9acd6d		Спустя несколько минут вернулся преподаватель.	game/script.rpy	962	"[what]"
start5_f7ddff9c	teacher	Так-с, ну что же, студенты, вы устали, да?	game/script.rpy	964	teacher "[what]"
start5_25ce25ed	stud	ДАА!	game/script.rpy	966	stud "[what]"
start5_9db00559	teacher	Хо-хо, понимаю, тогда не буду вас долго мучить и сразу же перейду к домашнему заданию, а там уж и отпущу вас!	game/script.rpy	968	teacher "[what]"
start5_df6d7a7b	teacher	Внемлите же словам моим! Задание вот какое: Повторите весь пройденный материал на этой лекции, в следующий раз он вам пригодится!	game/script.rpy	970	teacher "[what]"
start5_895337e7	teacher	Все желающие уйти свободны, а те, кто хочет получить сюрприз, прошу остаться на своих местах!	game/script.rpy	972	teacher "[what]"
start5_04a68b71		Я, Семён, Алла и несколько других студентов решили остаться в ожидании сюрприза.	game/script.rpy	974	"[what]"
start5_44d5789e	alla_s	Как думаете, что за сюрприз? Может автомат по предмету?	game/script.rpy	976	alla_s smile "[what]"
start5_f35a4138	semen_s	Да вряд ли, думаю просто пару баллов в БРС.	game/script.rpy	978	semen_s smile "[what]"
start5_610c0775	teacher	Так-с, господа смельчаки, вот вам мой сюрприз!	game/script.rpy	980	teacher "[what]"
start5_1c3834f5		Мужчина достал несколько листов, на которых было что-то написано.	game/script.rpy	982	"[what]"
start5_d89af3ac	teacher	Прошу вас подойти и взять по листку.	game/script.rpy	984	teacher "[what]"
start5_414e26bc		Все подошли и, взяв по листку, разошлись.	game/script.rpy	986	"[what]"
start5_f3f46526	semen_s	Блин, дед опять всех одурачил.	game/script.rpy	988	semen_s podoz "[what]"
start5_9b43e714	alla_s	В какой раз мы на это попадаемся, сегодня надо было уходить со всеми.	game/script.rpy	990	alla_s angry "[what]"
start5_bec5b2ac	teacher	Как вы могли уже заметить, это небольшой тест по терминам, которые мы сегодня проходили.	game/script.rpy	994	teacher "[what]"
start5_689ecd0a	teacher	Времени у вас не так уж и много, потому и вопросов мало.	game/script.rpy	996	teacher "[what]"
start5_6bff1a33	teacher	Как только закончите решать, подойдите ко мне и отдайте тест с вашими ответами.	game/script.rpy	998	teacher "[what]"
start5_c9a65b78	euklid	Так, ну вроде ничего особо сложного тут и нет, вот 1 вопрос:	game/script.rpy	1000	euklid "[what]"
firstfirst_18497102	euklid	Ой, как же я так сглупил! Ладно, нужно двигаться дальше и не допустить ошибок там!	game/script.rpy	1016	euklid "[what]"
secondfirst_e03bf2ec	euklid	Хм, думаю второй вариант, так, что же там дальше... «Виды информационной безопасности:»	game/script.rpy	1021	euklid "[what]"
firstsecond_96d91406	euklid	Так, думается мне, что правильный ответ под номером 1, интересно какой последний вопрос... 	game/script.rpy	1038	euklid "[what]"
secondsecond_f6ed31aa	euklid	Ух, надеюсь в этот раз я не прогадал и всё правильно, интересно какой последний вопрос...	game/script.rpy	1043	euklid "[what]"
timeOut_b953de04	euklid	Так, ну вроде это правильно.	game/script.rpy	1063	euklid "[what]"
timeOut_3b272665	euklid	Ладно, уже времени нет думать по второму кругу, нужно идти сдавать работу	game/script.rpy	1065	euklid "[what]"
nothing_d2a0b501	euklid	Странно, но именно в этом вопросе появился третий вариант ответа, да и по логике первые два не подходят, значит это точно он!	game/script.rpy	1071	euklid "[what]"
nothing_9953c4ca		Я, сделав выбор, молча встал со своего места, сдал работу и вышел из аудитории.	game/script.rpy	1073	"[what]"
start7_107562d3		На выходе из института меня уже ждали Семён и Алла.	game/script.rpy	1080	"[what]"
start7_f8acc847	alla	Что ты там так долго делал?	game/script.rpy	1086	alla "[what]"
start7_efb68ddc	euklid	То же самое, что и все — писал тест.	game/script.rpy	1088	euklid "[what]"
start7_0f2ca33d	alla	Я тебя совсем не узнаю, раньше не ходил месяцами на пары, а тут вдруг…	game/script.rpy	1092	alla "[what]"
start7_5915d6c2	euklid	Решился взяться за ум, ты же сама говорила, что я на грани отчисления.	game/script.rpy	1094	euklid "[what]"
start7_a2f76587	semen	Странно всё это…	game/script.rpy	1099	semen "[what]"
start7_0d505f40		Впрочем, хватит болтать, пойдёмте скорее есть, ё-моё.	game/script.rpy	1103	"[what]"
start7_5fca8309		Мы послушно согласились с предложением нашего товарища.	game/script.rpy	1107	"[what]"
start7_7395df1e		Через 5 минут мы дошли до захудалой забегаловки.	game/script.rpy	1109	"[what]"
start7_d03de06f	alla	Семён, куда ты нас привёл?	game/script.rpy	1114	alla "[what]"
start7_17d40605	semen	Как куда? В лучший ресторан Екатеринбурга!	game/script.rpy	1119	semen "[what]"
start7_751221b5	alla	Разворачиваемся, Саша, поедим в другом месте.	game/script.rpy	1124	alla "[what]"
start7_871921a3	semen	Эй, сначала попробуйте что-нибудь, потом делайте выводы.	game/script.rpy	1129	semen "[what]"
start7_cd62cbb1	semen	Официанта нам, пожалуйста.	game/script.rpy	1133	semen "[what]"
start7_0363e82c		Тут из-за угла показался мужчина, он быстро подошёл к нам и заговорил.	game/script.rpy	1135	"[what]"
start7_95c83cfc	npc	Вай, дружище, сколько лет, сколько зим.	game/script.rpy	1142	npc "[what]"
start7_9372936c	semen_s	Но я же только вчера заходил…	game/script.rpy	1144	semen_s amazed "[what]"
start7_32eb69e0		Не обратив внимание на слова Семёна, мужчина продолжил.	game/script.rpy	1146	"[what]"
start7_5159385e	npc	О, да ты не один!	game/script.rpy	1150	npc "[what]"
start7_dbb5129a	npc	Добро пожаловать в лущщий ресторан - «Шаурма у Радика». Я, кстати, Радик Слах Рахмуни Султан Иванов, но для вас просто Радик.	game/script.rpy	1153	npc "[what]"
start7_30d1aa97	semen_s	Нам, пожалуйста, три фирменных шаурмы.	game/script.rpy	1155	semen_s smile "[what]"
start7_c24b749f	alla_s	Я не буду, Саша тоже.	game/script.rpy	1157	alla_s angry "[what]"
start7_24bf2d67	radik	Вай-вай, девущк, вы отказываетесь от лучший блюда в своей жизни.	game/script.rpy	1161	radik "[what]"
start7_9f3e9bfc	radik	Если вы переживаете по поводу тараканов, так я их вчера потравил, мамой клянусь. Почти всех…	game/script.rpy	1164	radik "[what]"
start7_bbfc92e5	semen_s	Почему ты решаешь за Саню?	game/script.rpy	1166	semen_s amazed "[what]"
start7_62b0e2e6	alla_s	Так он совсем недавно отравился, между прочим тоже шаурмой.	game/script.rpy	1168	alla_s angry "[what]"
start7_a194c750	semen_s	Я тут каждый день ем и жив ещё. Саня, будешь шаурму?	game/script.rpy	1170	semen_s smile "[what]"
order_7ea2c75d	radik	Праальный выбор, дружище, щас всё сделаю.	game/script.rpy	1186	radik "[what]"
order_13f8e33c		Спустя пять минут нам принесли наш заказ.	game/script.rpy	1190	"[what]"
order_0ae9bcd0			game/script.rpy	1194	"[what]"
order_b86793e4	alla	Бррр, меня сейчас стошнит.	game/script.rpy	1199	alla "[what]"
order_78bf6021		Недолго думая, я сделал глубокий вдох, зажмурился и откусил сей кулинарный шедевр.	game/script.rpy	1201	"[what]"
order_057380e8	euklid	На вкус это намного лучше, чем на вид.	game/script.rpy	1203	euklid "[what]"
order_43b07881	semen	Во, я же говорил.	game/script.rpy	1208	semen "[what]"
order_4af723d5	alla	Вы оба просто отвратительны…	game/script.rpy	1213	alla "[what]"
order_9fad4b7c		Когда мы доели наши блюда, пришло время прощаться с моими новоиспеченными друзьями.	game/script.rpy	1215	"[what]"
order_c57829f0	semen	Теперь будем ходить сюда каждый день после пар.	game/script.rpy	1220	semen "[what]"
order_51506e19	alla	Ну как-нибудь без меня… Саша, с тобой всё хорошо? Ты какой-то бледный.	game/script.rpy	1225	alla "[what]"
order_6858c7a9	euklid	Всё в поря…	game/script.rpy	1227	euklid "[what]"
order_87458f8c		Внезапно я ощутил острую боль в районе живота, я не смог стоять на ногах и упал на землю.	game/script.rpy	1231	"[what]"
order_f35f82e2	alla	САШААААА, НЕТ.	game/script.rpy	1235	alla "[what]"
order_refuse_ecd24973	euklid	Алла права, не хочу снова оказаться в больнице.	game/script.rpy	1249	euklid "[what]"
order_refuse_7b068080	semen_s	Ну смотрите, если будете просить меня сделать кусочек, я вам откажу.	game/script.rpy	1251	semen_s smile "[what]"
order_refuse_4fb53fb8		Прошло пару минут, Семёну принесли его долгожданное блюдо.	game/script.rpy	1253	"[what]"
order_refuse_0ae9bcd0			game/script.rpy	1258	"[what]"
order_refuse_7e080c5d	alla	Как ты это ешь?	game/script.rpy	1263	alla "[what]"
order_refuse_336a52b6	semen	С большим удовольствием.	game/script.rpy	1268	semen "[what]"
order_refuse_2ce2f304		Подождав, пока Семён доест сей кулинарный шедевр, мы вышли на улицу и попрощались.	game/script.rpy	1270	"[what]"
order_refuse_0b18d221	semen	До завтра, ребятки.	game/script.rpy	1276	semen "[what]"
order_refuse_a105bb65	euklid	Пока, друг.	game/script.rpy	1278	euklid "[what]"
order_refuse_458c99c6		Семён остановился и уставился на меня.	game/script.rpy	1282	"[what]"
order_refuse_33256555	semen	Ты никогда меня так не называл… Да что с тобой такое.	game/script.rpy	1286	semen "[what]"
order_refuse_3476e298		Чёрт, этот чудик постепенно всё понимает, надо что-то с этим делать.	game/script.rpy	1288	"[what]"
order_refuse_a6970234	alla	Семён, отстань от него, только не начинай строить свои теории заговора на пустом месте.	game/script.rpy	1293	alla "[what]"
order_refuse_dc2ff508	alla	Ты в прошлом году так преподавателя по английскому обвинил в том, что он рептилия, так бедному человеку пришлось уволиться из-за насмешек, а тебя с тех пор все шизиком считают.	game/script.rpy	1295	alla "[what]"
order_refuse_8a3fb627	semen	Но он действительно себя подозрительно вёл.	game/script.rpy	1300	semen "[what]"
order_refuse_2d0ffbd1	alla	Всё, прощай.	game/script.rpy	1305	alla "[what]"
order_refuse_4974a6a5		Девушка взяла меня за руку и повела за собой	game/script.rpy	1307	"[what]"
order_refuse_57a7005e		В этот раз ему повезло, но в следующий я точно сотру ему память.	game/script.rpy	1311	"[what]"
order_refuse_7f7a26b9		Так прошло несколько недель с тех пор, как я занял тело человека по имени Саша.	game/script.rpy	1315	"[what]"
order_refuse_3b7347c4		Должен признаться, ходить на пары мне очень понравилось, также я немного сдружился с Аллой и Семёном.	game/script.rpy	1317	"[what]"
order_refuse_923e542d		Так непривычно испытывать те чувства, которых у тебя раньше не было.	game/script.rpy	1319	"[what]"
order_refuse_83254d23	alla	Саша, ты чего опять в облаках? Сейчас будет пара со Святогором Великановичем, готовься.	game/script.rpy	1321	alla "[what]"
order_refuse_d7f7c6a4	euklid	Интересно, что он на этот раз придумает.	game/script.rpy	1325	euklid "[what]"
order_refuse_6089907f	teacher	Хай, молодёжь! Сегодня у меня для вас есть кое-что особенное, можно сказать хайповое!	game/script.rpy	1327	teacher "[what]"
order_refuse_5ec28136	semen	Он опять за старое…	game/script.rpy	1331	semen "[what]"
order_refuse_0c6b1c7c	alla	Я уже привыкла.	game/script.rpy	1333	alla "[what]"
order_refuse_1d3031ee	teacher	Для начала мы немного поизучаем новую тему, которая нам сегодня пригодится.	game/script.rpy	1337	teacher "[what]"
order_refuse_eb6a7221	teacher	Тема нашего сегодняшнего обсуждения - шифрование! Кто сможет мне рассказать про шифрование?	game/script.rpy	1339	teacher "[what]"
order_refuse_e4764791		Семён сразу же поднял руку.	game/script.rpy	1341	"[what]"
order_refuse_686fa4ca	teacher	Ух ты, вновь вы, Семён, отвечайте!	game/script.rpy	1343	teacher "[what]"
order_refuse_eb6092c4	semen	Шифрование - обратимое преобразование информации в целях сокрытия от неавторизованных лиц с предоставлением в это же время авторизованным пользователям доступа к ней.	game/script.rpy	1345	semen "[what]"
order_refuse_3e91243a	semen	Главным образом, шифрование служит для соблюдения конфиденциальности передаваемой информации.	game/script.rpy	1347	semen "[what]"
order_refuse_57f5eae0	semen	Важной особенностью любого алгоритма шифрования является использование ключа, который утверждает выбор конкретного преобразования из совокупности возможных для данного алгоритма.	game/script.rpy	1349	semen "[what]"
order_refuse_f8a9c498	teacher	Замечательный ответ, как всегда хорошо, Семён.	game/script.rpy	1351	teacher "[what]"
order_refuse_4e301b80	teacher	Но сегодня мы не будем глубоко погружаться в эту тему, определение вам уже известно.	game/script.rpy	1353	teacher "[what]"
order_refuse_e89cb4c8	teacher	Сейчас мы рассмотрим несколько методов шифрования, после чего я дам вам работу.	game/script.rpy	1355	teacher "[what]"
order_refuse_f17cefa6		Этот Семён явно умён, не хотелось бы чтобы он был помехой на моём пути.	game/script.rpy	1357	"[what]"
order_refuse_a0b6832c	teacher	Начнём с такого стандартного метода как ROT32.	game/script.rpy	1359	teacher "[what]"
order_refuse_ddaad4bc	teacher	Этот шифр известен многим детям. Ключ прост: каждая буква заменяется на предыдущую за ней в алфавите.	game/script.rpy	1361	teacher "[what]"
order_refuse_09da35c4	teacher	Так, Я заменяется на Ю, Ю - на Э, и т.д. Фраза "Типичный программист" - это "Сзозцмъи опнвпяллзрс".	game/script.rpy	1363	teacher "[what]"
start8_cd5c58cd		Попробуйте еще раз	game/script.rpy	1371	"[what]"
start8_434a9ab4		Отлично! У вас получилось расшифровать сообщение!	game/script.rpy	1376	"[what]"
start8_c500c39e	teacher	Шифр транспортирования у нас идёт далее.	game/script.rpy	1378	teacher "[what]"
start8_e9b5adab	teacher	В транспозиционном шифре буквы переставляются по заранее определённому правилу.	game/script.rpy	1380	teacher "[what]"
start8_28f233b6	teacher	Например, если каждое слово пишется задом наперед, то из "hello world" получается "dlrow olleh".	game/script.rpy	1382	teacher "[what]"
start8_10eb3938	teacher	Другой пример — менять местами каждые две буквы. Таким образом, "hello world" станет "eh ll wo ro dl".	game/script.rpy	1384	teacher "[what]"
start8_79f6f093	teacher	Ещё можно использовать столбчатый шифр транспортирования, в котором каждый символ написан горизонтально с заданной шириной алфавита, а шифр создаётся из символов по вертикали, пример:	game/script.rpy	1386	teacher "[what]"
start8_f8fd797f	teacher	Ну вот эти 2 метода и будут использоваться в работе, которую вы сейчас получите.	game/script.rpy	1390	teacher "[what]"
start8_57445b2d	euklid	Ну, звучало это не сложно, надеюсь и тесты будут простыми.	game/script.rpy	1392	euklid "[what]"
start8_626e75d6		Вернувшись на своё место, я начал изучать тест.	game/script.rpy	1394	"[what]"
start8_a67d0278	euklid	Тут всё как он и говорил, выглядит не сложно.	game/script.rpy	1396	euklid "[what]"
start8_90db4e5e	euklid	Вот блин, я не тот символ вписал, грх, ну ладно. Так, что же там дальше...	game/script.rpy	1402	euklid "[what]"
start8_a0fa84c2	euklid	Хе, а переводить что-то осмысленное в бессмыслицу сложнее. Так, что же там дальше...	game/script.rpy	1406	euklid "[what]"
start8_1b588992	euklid	Второе задание: "Расшифруйте следующий текст: Балльно-рейтинговая система"	game/script.rpy	1408	euklid "[what]"
start8_4e604293	euklid	Вот это скачок в сложности, такс, ну ладно, посмотрим, как тут ответить.	game/script.rpy	1410	euklid "[what]"
start8_7b9507c2	euklid	Да что же это такое, случайно не там пробел поставил.	game/script.rpy	1416	euklid "[what]"
start8_d7daaa63	euklid	Да уж, это заняло чуть больше времени чем я ожидал.	game/script.rpy	1420	euklid "[what]"
start8_54d8f955	euklid	Третье задание: "Расшифруйте следующий текст и запишите ответ на русском:"	game/script.rpy	1422	euklid "[what]"
start8_0d421f74	euklid	Можно было бы придумать и что-то посложнее.	game/script.rpy	1430	euklid "[what]"
start8_bcc99152	euklid	У меня нет слов, чтобы описать всю свою глупость.	game/script.rpy	1434	euklid "[what]"
start8_cbf3005c	euklid	Четвёртое задание: "Расшифруйте следующий текст и запишите ответ на русском:"	game/script.rpy	1436	euklid "[what]"
start8_5a59402c		Алла посмотрела в мою работу и списала пару ответов.	game/script.rpy	1444	"[what]"
start8_61849879	alla	Саша, да ты ювелир…Столько правильных ответов.	game/script.rpy	1446	alla "[what]"
start8_8f94704d	euklid	Вот чёрт, надо будет повторить эту тему дома.	game/script.rpy	1450	euklid "[what]"
start9_b888cfd1		Я посмотрел на лист с обеих сторон.	game/script.rpy	1454	"[what]"
start9_5aa28ed9		На задней стороне было пятое задание с какими-то точками и чёрточками, которое требовалось расшифровать.	game/script.rpy	1456	"[what]"
start9_a18937ea	euklid	Пятое задание: Расшифруйте следующий текст и запишите ответ на русском: ".-. - ..-. --..-- / ..- .-. ..-. ..- --..-- / .--. --- .--. --- .--"	game/script.rpy	1458	euklid "[what]"
start9_660f36c9	euklid	Жаль, что далеко не все поймут в чём же дело. Действительно тонко, не так уж много образованных радистов в наше время, кто знает почему это так интересно и необычно.	game/script.rpy	1464	euklid "[what]"
start9_691f0ab3	euklid	Что это за шуточки? Это вообще имеет смысл? Так я и поверил, ну и бредятина.	game/script.rpy	1468	euklid "[what]"
start9_de60e6a1		Сдав тест, я отправился к мужскому туалету, чтобы связаться с сигмусами.	game/script.rpy	1470	"[what]"
start9_ffc143b7		Я набрал номер секретаря Автократа... Жаль, что в межгалактическом роуминге надо платить на 40 рублей больше за минуту звонка.	game/script.rpy	1472	"[what]"
start9_1a3c8510	sec	Слушаю вас.	game/script.rpy	1474	sec "[what]"
start9_3ac5eef4	euklid	Это Евклид, хочу доложить, что миссия на планете Земля протекает гладко, но я ещё не определили местонахождение волшебного камня.	game/script.rpy	1476	euklid "[what]"
start9_585dd60b	sec	Евклид, это вы! Как вовремя! Наши спутники сумели найти координаты камня, я отправлю их на ваш e-mail.	game/script.rpy	1478	sec "[what]"
start9_f51c2896	euklid	Давайте лучше на урфушную почту.	game/script.rpy	1480	euklid "[what]"
start9_a890f3b0	sec	Нет. Кстати, по нашим данным вы уже обладаете необходимыми данными для взлома камня. 	game/script.rpy	1482	sec "[what]"
start9_8f72910d	sec	Империя рассчитывает на вас, постарайтесь не подвести наше доверие.	game/script.rpy	1484	sec "[what]"
start9_eabba696	euklid	Вот сухарь.	game/script.rpy	1486	euklid "[what]"
start9_a6421c67		Выйдя из кабинки туалета, я направился к выходу.	game/script.rpy	1488	"[what]"
start9_b6856c9c		Вдруг, Семен выскочил из соседней кабинки и перекрыл мне выход.	game/script.rpy	1490	"[what]"
start9_3b38ee10	semen	Вот ты и попался.	game/script.rpy	1494	semen "[what]"
start9_9815fb45	euklid	Семён, ты всё не так понял. Позволь я объясню.	game/script.rpy	1496	euklid "[what]"
start9_77ed8b45	semen	Что я не так понял? Я уже давно начал тебя подозревать, ты очень странно себя вёл с того момента, как очнулся.	game/script.rpy	1498	semen "[what]"
truth_2018dd8b	euklid	Ладно, нет смысла отпираться, я всё расскажу.	game/script.rpy	1514	euklid "[what]"
truth_f7554b8a	semen	Да уж расскажи, Саша, или как там тебя зовут на самом деле.	game/script.rpy	1516	semen "[what]"
truth_ece377c2	euklid	Меня зовут Евклид, я не человек, а представитель расы Сигмусов.	game/script.rpy	1518	euklid "[what]"
truth_69231c16	euklid	Я попал в тело Саши, чтобы получить данные волшебного камня, который находится в здании этого института.	game/script.rpy	1520	euklid "[what]"
truth_c56d7784	semen	Так ты захватчик?	game/script.rpy	1522	semen "[what]"
truth_72a02913	euklid	На самом деле да... Но честно, я не хочу, чтобы с этой планетой случилось что-то плохое.	game/script.rpy	1524	euklid "[what]"
truth_c8c457ed	semen	Не рассказывай мне сказки.	game/script.rpy	1526	semen "[what]"
truth_d9f36d9a	euklid	Нет, я правда не планирую ничего плохого, проверь мне...	game/script.rpy	1528	euklid "[what]"
truth_48f88b5f		Парень окинул меня подозрительным взглядом	game/script.rpy	1530	"[what]"
truth_a4a27a88	semen	Ну допустим. Тогда зачем тебе эти данные?	game/script.rpy	1532	semen "[what]"
truth_6193cedc	euklid	Я обязательно расскажу тебе о них позже, а сейчас мне надо идти.	game/script.rpy	1534	euklid "[what]"
truth_12c6821d		Я быстро выбежал из туалета, оставив Семёна в недоумении	game/script.rpy	1536	"[what]"
lie_7542a15c	euklid	Ну вот, ты сам ответил на свой вопрос.	game/script.rpy	1543	euklid "[what]"
lie_b0b0f066	euklid	Я только недавно пришёл в себя, вот и причина такому поведению. Люди после такого бывает и память теряют, так что я ещё легко отделался.	game/script.rpy	1545	euklid "[what]"
lie_56c292ea	semen	Тогда что насчёт того, что ты говорил в туалете?	game/script.rpy	1547	semen "[what]"
lie_2a92736d	euklid	Так я готовлюсь к конкурсу студентов и учу свою роль.	game/script.rpy	1549	euklid "[what]"
lie_5b372376	semen	Ё-моё, точняк, через неделю же «Студент года». Прости, чувак, зря я тебя обвинил.	game/script.rpy	1551	semen "[what]"
lie_1ce2d5af	euklid	Да ничего страшного, ха-ха.	game/script.rpy	1553	euklid "[what]"
lie_c337cca2	euklid	Ой, смотри время уже 15:40! Через двадцать минут закрывается «Шаурма у Радика».	game/script.rpy	1555	euklid "[what]"
lie_65758759	semen	Вот блин, совсем забыл.	game/script.rpy	1559	semen "[what]"
lie_f107a39f	semen	Ладно, Саня, увидимся завтра, я побежал.	game/script.rpy	1561	semen "[what]"
lie_6c096bc1		Парень быстро ретировался, а я спокойно вышел из туалета.	game/script.rpy	1563	"[what]"
start10_cb1f5de3		Сейчас или никогда. Надо скорее найти этот камень.	game/script.rpy	1569	"[what]"
start10_bf1bffc0		Я открыл сообщение, отправленное секретарём. Запомнив координаты места, я двинулся в путь.	game/script.rpy	1571	"[what]"
start10_1de0c85e	euklid	Так, а сейчас направо...	game/script.rpy	1573	euklid "[what]"
start10_f8c579e9		Спустя некоторое время я дошёл до лестницы, ведущей в подвал	game/script.rpy	1575	"[what]"
ndown_eb27ce9e	euklid	Ну уж нет!	game/script.rpy	1590	euklid "[what]"
ndown_2a5abb33		Развернувшись, я пошёл в обратном направлении.	game/script.rpy	1592	"[what]"
ndown_e54c9d61		Евклид, не забывай своё предназначение. Империя рассчитывает на тебя. \n Евклид, не забывай своё предназначение. Империя рассчитывает на тебя. \n Евклид, не забывай своё предназначение. Империя рассчитывает на тебя	game/script.rpy	1596	"[what]"
ndown_e9138a1d		Повторяющиеся слова опять звоном раздались в моей голове.	game/script.rpy	1598	"[what]"
ndown_f2470277		Я понял, что мне просто так не дадут свернуть назад. Я снова направился к лестнице в подвал	game/script.rpy	1600	"[what]"
down_00d53f34		Спустившись вниз, я оказался в длинном тёмном коридоре	game/script.rpy	1606	"[what]"
down_2b34cfc8		Вдалеке виднелась единственная дверь, я направился к ней.	game/script.rpy	1610	"[what]"
down_86078be6		На удивление она была открыта, будто бы кто-то уже ожидал меня там.	game/script.rpy	1612	"[what]"
down_f471311a		Зайдя внутрь, я попал в просторный кабинет, в котором сильно пахло затхлостью и плесенью.)	game/script.rpy	1614	"[what]"
down_90813136	euklid	Так по координатам камень находится где-то тут.	game/script.rpy	1616	euklid "[what]"
ontable_1348c0a3		На столе лежали кипы книг, старых газет и учебников	game/script.rpy	1630	"[what]"
ontable_e6740771		Учебник «1000 и 1 строчка кода», учебник «Шифрование для хлебушков», книга «Как кодили в Древней Руси» и куча подобной литературы.	game/script.rpy	1632	"[what]"
ontable_a234d1ca		В одной из подобных книг была записка.	game/script.rpy	1634	"[what]"
ontable_c731986f	euklid	Что за ерунда...	game/script.rpy	1638	euklid "[what]"
ontable__1e8da2ab		Я зря теряю время	game/script.rpy	1656	"[what]"
undertable_e4f70543		Под столом стояла мусорная корзина с остатками еды и исписанными бумагами.	game/script.rpy	1662	"[what]"
undertable_1cacec16		Превозмогая жуткое отвращение, я засунул туда руку. Немного покопавшись, я нащупал свёрнутый листок.	game/script.rpy	1664	"[what]"
undertable_b1d194e1		Это может быть полезным	game/script.rpy	1668	"[what]"
